AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
336353683.4,32.2147977,32.2147977,37.51940891
336413682.2,32.7055051,32.7055051,36.36777469
336473681,32.11960574,32.11960574,36.36328861
336533679.7,32.73703738,32.73703738,36.62925693
336593678.5,32.60842868,32.60842868,36.29682895
336653677.2,31.52604648,31.52604648,36.67517062
336713676,31.92267581,31.92267581,36.55702182
336773674.8,32.6485593,32.6485593,35.99855777
336833673.5,32.74597904,32.74597904,37.11509677
336893672.3,31.87263461,31.87263461,36.50044986
336953671.1,32.59721347,32.59721347,36.68019077
337013669.8,31.8140256,31.8140256,36.30334445
337073668.6,32.57910892,32.57910892,36.82932254
337133667.3,31.8769147,31.8769147,36.73207065
337193666.1,32.06057712,32.06057712,36.82558414
337253664.9,33.49199649,33.49199649,36.13646671
337313663.6,33.5097272,33.5097272,36.11761447
337373662.4,32.23135349,32.23135349,36.14186832
337433661.2,32.30265018,32.30265018,36.61688968
337493659.9,32.30339786,32.30339786,37.51000949
337553658.7,32.42956516,32.42956516,37.3461301
337613657.5,32.74257633,32.74257633,36.04424258
337673656.2,32.41406223,32.41406223,36.0018613
337733655,32.6421506,32.6421506,35.84843417
337793653.7,32.4246976,32.4246976,35.93540927
337853652.5,32.89450046,32.89450046,36.09816715
337913651.3,33.24800845,33.24800845,35.98523685
337973650,32.25838443,32.25838443,35.5535123
338033648.8,31.89720889,31.89720889,35.62611362
338093647.6,31.51121494,31.51121494,35.64776584
338153646.3,32.5559003,32.5559003,35.97253391
338213645.1,31.72697421,31.72697421,35.83477756
338273643.8,32.26863071,32.26863071,36.15171024
338333642.6,31.98193332,31.98193332,35.79837772
338393641.4,32.8463132,32.8463132,36.48637363
338453640.1,32.34402438,32.34402438,36.77193424
338513638.9,32.47804233,32.47804233,35.58110782
338573637.7,32.21093723,32.21093723,35.92285892
338633636.4,32.21430179,32.21430179,36.45014926
338693635.2,32.84088107,32.84088107,35.5441434
338753633.9,33.40605136,33.40605136,35.73694583
338813632.7,33.32186862,33.32186862,35.62010165
338873631.5,31.66329166,31.66329166,35.83642551
338933630.2,31.67710086,31.67710086,35.91556522
338993629,32.52970859,32.52970859,35.80132266
339053627.8,31.94773074,31.94773074,35.79030582
339113626.5,32.93492862,32.93492862,36.3999097
339173625.3,33.31326267,33.31326267,35.83752414
339233624,33.08144351,33.08144351,36.03425571
339293622.8,32.09834262,32.09834262,36.08725711
339353621.6,32.19708225,32.19708225,35.92990848
339413620.3,31.86073276,31.86073276,36.1410062
339473619.1,33.35487338,33.35487338,36.14044162
339533617.9,33.05379459,33.05379459,35.43955966
339593616.6,32.88991519,32.88991519,35.59578677
339653615.4,32.37718173,32.37718173,35.97543308
339713614.2,32.69541904,32.69541904,35.94612857
339773612.9,32.74320194,32.74320194,36.05531284
339833611.7,32.86152622,32.86152622,35.67584964
339893610.4,33.54560062,33.54560062,35.30944797
339953609.2,33.41307803,33.41307803,35.29843875
340013608,32.24563571,32.24563571,36.06076785
340073606.7,32.6325452,32.6325452,35.84928104
340133605.5,32.60659,32.60659,35.58814212
340193604.3,31.77448245,31.77448245,36.0978696
340253603,31.93798038,31.93798038,35.15602084
340313601.8,31.93946048,31.93946048,34.5891492
340373600.5,33.17432376,33.17432376,35.76391574
340433599.3,33.16926547,33.16926547,34.81030246
340493598.1,31.83675357,31.83675357,34.81178256
340553596.8,32.1936185,32.1936185,35.82060977
340613595.6,32.74254581,32.74254581,35.35695621
340673594.4,32.73358127,32.73358127,35.42769595
340733593.1,32.85134097,32.85134097,36.1098859
340793591.9,31.94345828,31.94345828,34.97205325
340853590.6,32.53027316,32.53027316,36.7112424
340913589.4,32.19858524,32.19858524,36.66046115
340973588.2,32.1687009,32.1687009,35.06664249
341033586.9,32.99853488,32.99853488,35.29284641
341093585.7,33.03659793,33.03659793,35.08919498
341153584.5,32.46319553,32.46319553,35.75962802
341213583.2,32.05310794,32.05310794,35.42009708
341273582,32.17087528,32.17087528,35.08318301
341333580.8,32.40230533,32.40230533,35.13692447
341393579.5,32.4913251,32.4913251,35.15408298
341453578.3,31.86043521,31.86043521,35.17254611
341513577,32.1963956,32.1963956,36.1173627
341573575.8,32.68521854,32.68521854,35.50476047
341633574.6,32.77815982,32.77815982,35.04894992
341693573.3,32.49481174,32.49481174,35.72853061
341753572.1,32.93398258,32.93398258,35.64115878
341813570.9,32.78651401,32.78651401,35.10042545
341873569.6,31.95179721,31.95179721,35.11366245
341933568.4,32.37790653,32.37790653,35.28890964
341993567.1,32.316673,32.316673,34.90234348
342053565.9,31.8438718,31.8438718,35.53096744
342113564.7,33.01994296,33.01994296,35.32340213
342173563.4,33.01881381,33.01881381,35.91152164
342233562.2,32.04037448,32.04037448,36.18215152
342293561,33.25041934,33.25041934,35.79558536
342353559.7,33.36165591,33.36165591,35.79184695
342413558.5,32.47206088,32.47206088,34.98587009
342473557.2,33.07717105,33.07717105,35.46032687
342533556,32.9493024,32.9493024,35.46049472
342593554.8,33.47993442,33.47993442,35.09613773
342653553.5,33.52714511,33.52714511,35.0806348
342713552.3,33.22550174,33.22550174,35.19055911
342773551.1,31.93872043,31.93872043,35.04439517
342833549.8,31.70632144,31.70632144,35.05110141
342893548.6,33.3436124,33.3436124,34.92584201
342953547.3,33.35162326,33.35162326,34.1982648
343013546.1,32.63972446,32.63972446,34.80337497
343073544.9,32.37335941,32.37335941,34.85058566
343133543.6,32.42578861,32.42578861,34.54502078
343193542.4,32.90417453,32.90417453,35.29254886
343253541.2,33.25319644,33.25319644,34.96739169
343313539.9,33.1801984,33.1801984,34.51680728
343373538.7,32.50749942,32.50749942,34.9206998
343433537.5,32.74807712,32.74807712,34.87514468
343493536.2,32.76131412,32.76131412,34.39973422
343553535,32.13956424,32.13956424,34.99438449
343613533.7,32.37622806,32.37622806,34.74761935
343673532.5,32.52534457,32.52534457,35.25343295
343733531.3,32.59738132,32.59738132,34.66957065
343793530,31.53793308,31.53793308,34.64884158
343853528.8,33.23924228,33.23924228,34.52750369
343913527.6,33.17408725,33.17408725,34.50677463
343973526.3,33.03445407,33.03445407,34.56312534
344033525.1,33.44097873,33.44097873,34.9970853
344093523.8,31.9804227,31.9804227,35.22328922
344153522.6,32.20140048,32.20140048,35.80618259
344213521.4,32.20288059,32.20288059,34.74151584
344273520.1,32.41863223,32.41863223,35.15978214
344333518.9,32.32734653,32.32734653,35.22659274
344393517.7,32.9363782,32.9363782,35.16666385
344453516.4,32.31854984,32.31854984,35.29226657
344513515.2,32.5042493,32.5042493,35.27545139
344573513.9,33.05056735,33.05056735,34.67591831
344633512.7,33.34732028,33.34732028,35.16081973
344693511.5,33.1684949,33.1684949,35.93839237
344753510.2,32.95178195,32.95178195,35.77001926
344813509,32.3809888,32.3809888,34.45188113
344873507.8,32.16690036,32.16690036,35.09749576
344933506.5,32.49632236,32.49632236,35.43868228
344993505.3,32.06272098,32.06272098,35.60870334
345053504.1,32.62209293,32.62209293,35.35279056
345113502.8,32.71895572,32.71895572,35.36733981
345173501.6,32.79229709,32.79229709,34.2856824
345233500.3,32.74150821,32.74150821,35.03712436
345293499.1,32.59926578,32.59926578,35.33127567
345353497.9,33.06849643,33.06849643,34.50701114
345413496.6,33.07781192,33.07781192,34.97362491
345473495.4,32.44692203,32.44692203,34.86927005
345533494.2,32.17663547,32.17663547,34.38079044
345593492.9,32.49169132,32.49169132,34.35744449
345653491.7,32.35467502,32.35467502,35.09451267
345713490.4,33.81949588,33.81949588,35.10384341
345773489.2,33.68509647,33.68509647,34.73818179
345833488,32.96144077,32.96144077,34.92257663
345893486.7,32.83879825,32.83879825,35.20626804
345953485.5,32.36860629,32.36860629,35.62846347
346013484.3,32.04737064,32.04737064,34.72319003
346073483,31.73266574,31.73266574,35.19763919
346133481.8,32.76370212,32.76370212,35.0371091
346193480.5,32.66588565,32.66588565,35.09477206
346253479.3,32.6647565,32.6647565,35.12107059
346313478.1,31.96984073,31.96984073,35.52236148
346373476.8,32.69383975,32.69383975,34.98684665
346433475.6,33.23754092,33.23754092,35.18299838
346493474.4,33.24816867,33.24816867,35.14789554
346553473.1,32.76229831,32.76229831,35.04615756
346613471.9,31.67935153,31.67935153,35.63951083
346673470.7,32.80054446,32.80054446,35.37706729
346733469.4,32.52111789,32.52111789,35.06366702
346793468.2,32.6937482,32.6937482,35.20364352
346853466.9,32.5175397,32.5175397,35.69507571
346913465.7,31.99770328,31.99770328,35.69525119
346973464.5,31.81365176,31.81365176,34.59530612
347033463.2,31.83603641,31.83603641,35.91640445
347093462,31.84796878,31.84796878,36.00280734
347153460.8,32.80453464,32.80453464,35.54437991
347213459.5,32.67666599,32.67666599,35.84506198
347273458.3,32.18688175,32.18688175,34.72029086
347333457,32.13087436,32.13087436,34.38468143
347393455.8,32.12059757,32.12059757,35.13873264
347453454.6,32.17565128,32.17565128,35.57007571
347513453.3,32.17713138,32.17713138,35.58200809
347573452.1,31.50704166,31.50704166,35.08438083
347633450.9,32.43094608,32.43094608,35.29882785
347693449.6,32.83222934,32.83222934,35.06251498
347753448.4,32.93431064,32.93431064,35.6271207
347813447.1,31.90622684,31.90622684,35.54367801
347873445.9,31.9978635,31.9978635,35.47852298
347933444.7,32.392616,32.392616,35.65769168
347993443.4,32.23469516,32.23469516,34.65965244
348053442.2,31.75666782,31.75666782,35.50517246
348113441,32.27162143,32.27162143,35.34202548
348173439.7,32.82577487,32.82577487,35.68189975
348233438.5,32.14914676,32.14914676,35.84800693
348293437.2,31.86972781,31.86972781,35.86386081
348353436,32.11814853,32.11814853,35.52563449
348413434.8,32.00987216,32.00987216,35.41736575
348473433.5,32.13417026,32.13417026,35.59000369
348533432.3,32.44138309,32.44138309,36.02133914
348593431.1,32.47552463,32.47552463,36.01497623
348653429.8,33.566673,33.566673,35.43242618
348713428.6,33.05728885,33.05728885,35.90557071
348773427.4,32.87062045,32.87062045,36.39308902
348833426.1,32.8198392,32.8198392,36.2312543
348893424.9,32.28432437,32.28432437,35.93614169
348953423.6,33.03576633,33.03576633,36.25250217
349013422.4,32.50678226,32.50678226,35.33547183
349073421.2,31.90463229,31.90463229,35.18016788
349133419.9,30.89354678,30.89354678,35.60758945
349193418.7,31.94157382,31.94157382,35.90827152
349253417.5,31.93260165,31.93260165,35.61838504
349313416.2,31.80081149,31.80081149,36.08761569
349373415,32.36019107,32.36019107,35.89179965
349433413.7,32.19834873,32.19834873,36.19640323
349493412.5,31.96726199,31.96726199,35.62168857
349553411.3,32.19869205,32.19869205,36.72721072
349613410,32.18318912,32.18318912,36.78878757
349673408.8,32.18205234,32.18205234,34.83174106
349733407.6,32.1743848,32.1743848,35.26699802
349793406.3,31.91455814,31.91455814,34.74846622
349853405.1,32.0388486,32.0388486,35.46594211
349913403.8,31.45107242,31.45107242,35.25314304
349973402.6,32.83750888,32.83750888,35.65443393
350033401.4,32.21053287,32.21053287,35.51088687
350093400.1,30.98776981,30.98776981,35.73840305
350153398.9,32.24092838,32.24092838,34.82398959
350213397.7,32.17054721,32.17054721,36.03010532
350273396.4,31.27442142,31.27442142,35.43187686
350333395.2,32.04546329,32.04546329,35.53396579
350393394,32.07699558,32.07699558,35.61644717
350453392.7,32.0301282,32.0301282,35.27430698
350513391.5,31.95844241,31.95844241,35.22483035
350573390.2,31.94685336,31.94685336,36.01023837
350633389,31.83597537,31.83597537,35.99864932
350693387.8,32.17977115,32.17977115,35.62515231
350753386.5,32.15250369,32.15250369,35.60964175
350813385.3,31.96585056,31.96585056,36.00962802
350873384.1,32.4703519,32.4703519,35.82557651
350933382.8,32.64298984,32.64298984,34.78704044
350993381.6,32.84567233,32.84567233,35.73446628
351053380.3,32.93991824,32.93991824,35.9985654
351113379.1,32.48149081,32.48149081,36.32537051
351173377.9,33.12318393,33.12318393,36.07076999
351233376.6,31.91349002,31.91349002,36.09053775
351293375.4,32.11748477,32.11748477,35.96789523
351353374.2,32.6637952,32.6637952,35.19458743
351413372.9,31.77028629,31.77028629,35.43646976
351473371.7,31.85146304,31.85146304,35.56729862
351533370.4,32.17435428,32.17435428,35.23821994
351593369.2,32.57302829,32.57302829,35.38081332
351653368,33.30094882,33.30094882,35.77033206
351713366.7,31.77115604,31.77115604,35.66337558
351773365.5,32.1348035,32.1348035,36.2452161
351833364.3,33.35855075,33.35855075,36.23166629
351893363,31.95874759,31.95874759,36.1501691
351953361.8,32.48088046,32.48088046,35.50293704
352013360.5,32.37978336,32.37978336,36.69402286
352073359.3,31.80441257,31.80441257,36.60991641
352133358.1,32.36574527,32.36574527,35.39433261
352193356.8,32.32997867,32.32997867,36.71738406
352253355.6,31.46847507,31.46847507,36.58885928
352313354.4,31.64698001,31.64698001,36.76866885
352373353.1,31.69352695,31.69352695,35.94505283
352433351.9,32.22742435,32.22742435,35.90145084
352493350.7,32.06361362,32.06361362,35.62658664
352553349.4,31.70383426,31.70383426,35.46017429
352613348.2,32.3644559,32.3644559,35.07947513
352673346.9,32.31954929,32.31954929,36.35810825
352733345.7,33.30681583,33.30681583,36.52485629
352793344.5,33.1430051,33.1430051,35.80576297
352853343.2,31.70400211,31.70400211,36.72378513
352913342,32.30452701,32.30452701,36.69194003
352973340.8,31.5658414,31.5658414,35.71675845
353033339.5,31.38765689,31.38765689,35.58822604
353093338.3,32.10446903,32.10446903,35.86342593
353153337,32.26729556,32.26729556,36.11248752
353213335.8,32.38832065,32.38832065,36.11853
353273334.6,32.11083957,32.11083957,35.91422244
353333333.3,31.92090579,31.92090579,35.90458652
353393332.1,31.84203311,31.84203311,35.79435703
353453330.9,31.8794324,31.8794324,36.29035922
353513329.6,32.513931,32.513931,36.70927402
353573328.4,32.77214023,32.77214023,36.54808017
353633327.1,32.23988315,32.23988315,35.74928256
353693325.9,31.03605624,31.03605624,35.79452487
353753324.7,32.26634189,32.26634189,36.14549991
353813323.4,32.71530887,32.71530887,36.521301
353873322.2,32.78276035,32.78276035,35.94331332
353933321,31.95130893,31.95130893,35.92845889
353993319.7,31.71563693,31.71563693,35.40012332
354053318.5,31.87324497,31.87324497,35.37741824
354113317.3,31.68852969,31.68852969,35.61472293
354173316,31.85005161,31.85005161,35.70569583
354233314.8,31.73721286,31.73721286,35.48310062
354293313.5,32.69312259,32.69312259,35.33758518
354353312.3,32.98268863,32.98268863,36.21901675
354413311.1,32.00881168,32.00881168,35.27650424
354473309.8,33.09407016,33.09407016,36.12396976
354533308.6,32.36452457,32.36452457,36.08297702
354593307.4,32.99902316,32.99902316,35.34820529
354653306.1,32.24987766,32.24987766,35.86772891
354713304.9,32.41010257,32.41010257,35.70914432
354773303.6,32.75976535,32.75976535,35.92816135
354833302.4,32.72531101,32.72531101,35.64545413
354893301.2,32.19566318,32.19566318,35.23471042
354953299.9,32.18603488,32.18603488,35.70980808
355013298.7,32.19468662,32.19468662,35.96540042
355073297.5,31.67289706,31.67289706,35.37697574
355133296.2,31.75994846,31.75994846,36.32896396
355193295,31.57392856,31.57392856,35.83851596
355253293.7,31.70801517,31.70801517,35.36898013
355313292.5,31.35998508,31.35998508,36.30397769
355373291.3,31.3594968,31.3594968,35.53001376
355433290,32.21218082,32.21218082,35.48902103
355493288.8,32.17119571,32.17119571,35.6296384
355553287.6,31.90024539,31.90024539,35.69055911
355613286.3,33.17365237,33.17365237,35.97489902
355673285.1,32.59436008,32.59436008,35.34334537
355733283.8,32.633064,32.633064,35.21350833
355793282.6,31.89437839,31.89437839,35.29141208
355853281.4,31.85208102,31.85208102,35.75475284
355913280.1,32.16909,32.16909,35.19376346
355973278.9,32.36719486,32.36719486,35.92755862
356033277.7,32.32097598,32.32097598,35.81078311
356093276.4,32.82874271,32.82874271,35.26546451
356153275.2,32.44673892,32.44673892,35.44789096
356213274,31.94191715,31.94191715,35.90731021
356273272.7,31.08694431,31.08694431,35.95124789
356333271.5,31.79983493,31.79983493,35.79788944
356393270.2,31.80196353,31.80196353,35.73076602
356453269,31.40558597,31.40558597,36.02164432
356513267.8,31.53314182,31.53314182,36.128288
356573266.5,31.37064334,31.37064334,35.38045474
356633265.3,30.89195224,30.89195224,35.56027194
356693264.1,31.59046909,31.59046909,36.14511844
356753262.8,32.01983615,32.01983615,35.23265811
356813261.6,32.23233005,32.23233005,35.45559665
356873260.3,32.81717654,32.81717654,35.42505618
356933259.1,31.87596866,31.87596866,36.04779788
356993257.9,31.08763095,31.08763095,35.41101047
357053256.6,31.05186435,31.05186435,35.7619855
357113255.4,32.19853183,32.19853183,35.94441959
357173254.2,31.51079532,31.51079532,35.19919559
357233252.9,31.61090823,31.61090823,35.59851047
357293251.7,31.53725406,31.53725406,35.65290042
357353250.4,30.98670932,30.98670932,35.29572269
357413249.2,32.39337894,32.39337894,35.15020725
357473248,32.14987155,32.14987155,34.88317844
357533246.7,31.56404849,31.56404849,35.40270206
357593245.5,32.12535068,32.12535068,35.02198001
357653244.3,31.87397739,31.87397739,35.2056882
357713243,31.69053623,31.69053623,35.41291019
357773241.8,32.49484988,32.49484988,35.42283603
357833240.6,31.45301029,31.45301029,34.83828708
357893239.3,31.17549869,31.17549869,35.30290195
357953238.1,30.52300235,30.52300235,35.25403568
358013236.8,31.53636905,31.53636905,35.12677737
358073235.6,31.66912051,31.66912051,34.63368961
